ID_Pedido,Data_Pedido,Ano,Trimestre,Mes,Mes_Nome,Semana_Ano,Dia_Semana,ID_Cliente,Segmento,Pais,Estado,Cidade,ID_Produto,Categoria,SubCategoria,Valor_Venda
CA-2015-143336,2015-08-27,2015,3,8,August,35,Thursday,ZD-21925,Consumer,United States,California,San Francisco,TEC-PH-10001949,Technology,Phones,213.48
CA-2015-143336,2015-08-27,2015,3,8,August,35,Thursday,ZD-21925,Consumer,United States,California,San Francisco,OFF-BI-10002215,Office Supplies,Binders,22.72
CA-2017-137330,2017-12-09,2017,4,12,December,49,Saturday,KB-16585,Corporate,United States,Nebraska,Fremont,OFF-AR-10000246,Office Supplies,Art,19.46
CA-2017-137330,2017-12-09,2017,4,12,December,49,Saturday,KB-16585,Corporate,United States,Nebraska,Fremont,OFF-AP-10001492,Office Supplies,Appliances,60.34
US-2018-156909,2018-07-16,2018,3,7,July,29,Monday,SF-20065,Consumer,United States,Pennsylvania,Philadelphia,FUR-CH-10002774,Furniture,Chairs,71.372
CA-2016-106320,2016-09-25,2016,3,9,September,38,Sunday,EB-13870,Consumer,United States,Utah,Orem,FUR-TA-10000577,Furniture,Tables,1044.63
CA-2017-121755,2017-01-16,2017,1,1,January,3,Monday,EH-13945,Consumer,United States,California,Los Angeles,OFF-BI-10001634,Office Supplies,Binders,11.648
CA-2017-121755,2017-01-16,2017,1,1,January,3,Monday,EH-13945,Consumer,United States,California,Los Angeles,TEC-AC-10003027,Technology,Accessories,90.57
US-2016-150630,2016-09-17,2016,3,9,September,37,Saturday,TB-21520,Consumer,United States,Pennsylvania,Philadelphia,FUR-BO-10004834,Furniture,Bookcases,3083.43
US-2016-150630,2016-09-17,2016,3,9,September,37,Saturday,TB-21520,Consumer,United States,Pennsylvania,Philadelphia,OFF-BI-10000474,Office Supplies,Binders,9.618
US-2016-150630,2016-09-17,2016,3,9,September,37,Saturday,TB-21520,Consumer,United States,Pennsylvania,Philadelphia,FUR-FU-10004848,Furniture,Furnishings,124.2
US-2016-150630,2016-09-17,2016,3,9,September,37,Saturday,TB-21520,Consumer,United States,Pennsylvania,Philadelphia,OFF-EN-10001509,Office Supplies,Envelopes,3.264
US-2016-150630,2016-09-17,2016,3,9,September,37,Saturday,TB-21520,Consumer,United States,Pennsylvania,Philadelphia,OFF-AR-10004042,Office Supplies,Art,86.304
US-2016-150630,2016-09-17,2016,3,9,September,37,Saturday,TB-21520,Consumer,United States,Pennsylvania,Philadelphia,OFF-BI-10001525,Office Supplies,Binders,6.858
US-2016-150630,2016-09-17,2016,3,9,September,37,Saturday,TB-21520,Consumer,United States,Pennsylvania,Philadelphia,OFF-AR-10001683,Office Supplies,Art,15.76
CA-2018-107727,2018-10-19,2018,4,10,October,42,Friday,MA-17560,Home Office,United States,Texas,Houston,OFF-PA-10000249,Office Supplies,Paper,29.472
CA-2017-117590,2017-12-08,2017,4,12,December,49,Friday,GH-14485,Corporate,United States,Texas,Richardson,TEC-PH-10004977,Technology,Phones,1097.544
CA-2017-117590,2017-12-08,2017,4,12,December,49,Friday,GH-14485,Corporate,United States,Texas,Richardson,FUR-FU-10003664,Furniture,Furnishings,190.92
CA-2016-117415,2016-12-27,2016,4,12,December,52,Tuesday,SN-20710,Home Office,United States,Texas,Houston,OFF-EN-10002986,Office Supplies,Envelopes,113.328
CA-2016-117415,2016-12-27,2016,4,12,December,52,Tuesday,SN-20710,Home Office,United States,Texas,Houston,FUR-BO-10002545,Furniture,Bookcases,532.3992
CA-2016-117415,2016-12-27,2016,4,12,December,52,Tuesday,SN-20710,Home Office,United States,Texas,Houston,FUR-CH-10004218,Furniture,Chairs,212.058
CA-2016-117415,2016-12-27,2016,4,12,December,52,Tuesday,SN-20710,Home Office,United States,Texas,Houston,TEC-PH-10000486,Technology,Phones,371.168
CA-2018-120999,2018-09-10,2018,3,9,September,37,Monday,LC-16930,Corporate,United States,Illinois,Naperville,TEC-PH-10004093,Technology,Phones,147.168
CA-2017-101343,2017-07-17,2017,3,7,July,29,Monday,RA-19885,Corporate,United States,California,Los Angeles,OFF-ST-10003479,Office Supplies,Storage,77.88
CA-2018-139619,2018-09-19,2018,3,9,September,38,Wednesday,ES-14080,Corporate,United States,Florida,Melbourne,OFF-ST-10003282,Office Supplies,Storage,95.616
CA-2017-118255,2017-03-11,2017,1,3,March,10,Saturday,ON-18715,Corporate,United States,Minnesota,Eagan,TEC-AC-10000171,Technology,Accessories,45.98
CA-2017-118255,2017-03-11,2017,1,3,March,10,Saturday,ON-18715,Corporate,United States,Minnesota,Eagan,OFF-BI-10003291,Office Supplies,Binders,17.46
CA-2015-146703,2015-10-20,2015,4,10,October,43,Tuesday,PO-18865,Consumer,United States,Michigan,Westland,OFF-ST-10001713,Office Supplies,Storage,211.96
CA-2017-169194,2017-06-20,2017,2,6,June,25,Tuesday,LH-16900,Consumer,United States,Delaware,Dover,TEC-AC-10002167,Technology,Accessories,45.0
CA-2017-169194,2017-06-20,2017,2,6,June,25,Tuesday,LH-16900,Consumer,United States,Delaware,Dover,TEC-PH-10003988,Technology,Phones,21.8
CA-2016-115742,2016-04-18,2016,2,4,April,16,Monday,DP-13000,Consumer,United States,Indiana,New Albany,OFF-BI-10004410,Office Supplies,Binders,38.22
CA-2016-115742,2016-04-18,2016,2,4,April,16,Monday,DP-13000,Consumer,United States,Indiana,New Albany,OFF-LA-10002762,Office Supplies,Labels,75.18
CA-2016-115742,2016-04-18,2016,2,4,April,16,Monday,DP-13000,Consumer,United States,Indiana,New Albany,FUR-FU-10001706,Furniture,Furnishings,6.16
CA-2016-115742,2016-04-18,2016,2,4,April,16,Monday,DP-13000,Consumer,United States,Indiana,New Albany,FUR-CH-10003061,Furniture,Chairs,89.99
CA-2017-105816,2017-12-11,2017,4,12,December,50,Monday,JM-15265,Corporate,United States,New York,New York City,OFF-FA-10000304,Office Supplies,Fasteners,15.26
CA-2017-105816,2017-12-11,2017,4,12,December,50,Monday,JM-15265,Corporate,United States,New York,New York City,TEC-PH-10002447,Technology,Phones,1029.95
CA-2017-111682,2017-06-17,2017,2,6,June,24,Saturday,TB-21055,Consumer,United States,New York,Troy,OFF-ST-10000604,Office Supplies,Storage,208.56
CA-2017-111682,2017-06-17,2017,2,6,June,24,Saturday,TB-21055,Consumer,United States,New York,Troy,OFF-PA-10001569,Office Supplies,Paper,32.4
CA-2017-111682,2017-06-17,2017,2,6,June,24,Saturday,TB-21055,Consumer,United States,New York,Troy,FUR-CH-10003968,Furniture,Chairs,319.41
CA-2017-111682,2017-06-17,2017,2,6,June,24,Saturday,TB-21055,Consumer,United States,New York,Troy,OFF-PA-10000587,Office Supplies,Paper,14.56
CA-2017-111682,2017-06-17,2017,2,6,June,24,Saturday,TB-21055,Consumer,United States,New York,Troy,TEC-AC-10002167,Technology,Accessories,30.0
CA-2017-111682,2017-06-17,2017,2,6,June,24,Saturday,TB-21055,Consumer,United States,New York,Troy,OFF-BI-10001460,Office Supplies,Binders,48.48
CA-2017-111682,2017-06-17,2017,2,6,June,24,Saturday,TB-21055,Consumer,United States,New York,Troy,OFF-AR-10001868,Office Supplies,Art,1.68
CA-2016-135545,2016-11-24,2016,4,11,November,47,Thursday,KM-16720,Consumer,United States,California,Los Angeles,TEC-AC-10004633,Technology,Accessories,13.98
CA-2016-135545,2016-11-24,2016,4,11,November,47,Thursday,KM-16720,Consumer,United States,California,Los Angeles,OFF-BI-10001078,Office Supplies,Binders,25.824
CA-2016-135545,2016-11-24,2016,4,11,November,47,Thursday,KM-16720,Consumer,United States,California,Los Angeles,OFF-PA-10003892,Office Supplies,Paper,146.73
CA-2016-135545,2016-11-24,2016,4,11,November,47,Thursday,KM-16720,Consumer,United States,California,Los Angeles,FUR-FU-10000397,Furniture,Furnishings,79.76
US-2016-164175,2016-04-30,2016,2,4,April,17,Saturday,PS-18970,Home Office,United States,Illinois,Chicago,FUR-CH-10001146,Furniture,Chairs,213.115
CA-2015-106376,2015-12-05,2015,4,12,December,49,Saturday,BS-11590,Corporate,United States,Arizona,Gilbert,OFF-AR-10002671,Office Supplies,Art,1113.024
CA-2015-106376,2015-12-05,2015,4,12,December,49,Saturday,BS-11590,Corporate,United States,Arizona,Gilbert,TEC-PH-10002726,Technology,Phones,167.968
CA-2017-119823,2017-06-04,2017,2,6,June,22,Sunday,KD-16270,Consumer,United States,Virginia,Springfield,OFF-PA-10000482,Office Supplies,Paper,75.88
CA-2017-106075,2017-09-18,2017,3,9,September,38,Monday,HM-14980,Consumer,United States,New York,New York City,OFF-BI-10004654,Office Supplies,Binders,4.616
CA-2018-114440,2018-09-14,2018,3,9,September,37,Friday,TB-21520,Consumer,United States,Michigan,Jackson,OFF-PA-10004675,Office Supplies,Paper,19.05
US-2016-134026,2016-04-26,2016,2,4,April,17,Tuesday,JE-15745,Consumer,United States,Tennessee,Memphis,FUR-CH-10000513,Furniture,Chairs,831.936
US-2016-134026,2016-04-26,2016,2,4,April,17,Tuesday,JE-15745,Consumer,United States,Tennessee,Memphis,FUR-FU-10003708,Furniture,Furnishings,97.04
US-2016-134026,2016-04-26,2016,2,4,April,17,Tuesday,JE-15745,Consumer,United States,Tennessee,Memphis,OFF-ST-10004123,Office Supplies,Storage,72.784
US-2018-118038,2018-12-09,2018,4,12,December,49,Sunday,KB-16600,Corporate,United States,Texas,Houston,OFF-BI-10004182,Office Supplies,Binders,1.248
US-2018-118038,2018-12-09,2018,4,12,December,49,Sunday,KB-16600,Corporate,United States,Texas,Houston,FUR-FU-10000260,Furniture,Furnishings,9.708
US-2018-118038,2018-12-09,2018,4,12,December,49,Sunday,KB-16600,Corporate,United States,Texas,Houston,OFF-ST-10000615,Office Supplies,Storage,27.24
US-2015-147606,2015-11-26,2015,4,11,November,48,Thursday,JE-15745,Consumer,United States,Texas,Houston,FUR-FU-10003194,Furniture,Furnishings,19.3
CA-2017-127208,2017-06-12,2017,2,6,June,24,Monday,SC-20770,Corporate,United States,Alabama,Decatur,OFF-AP-10002118,Office Supplies,Appliances,208.16
CA-2017-127208,2017-06-12,2017,2,6,June,24,Monday,SC-20770,Corporate,United States,Alabama,Decatur,OFF-BI-10002309,Office Supplies,Binders,16.74
CA-2015-139451,2015-10-12,2015,4,10,October,42,Monday,DN-13690,Consumer,United States,California,San Francisco,OFF-AR-10002053,Office Supplies,Art,14.9
CA-2015-139451,2015-10-12,2015,4,10,October,42,Monday,DN-13690,Consumer,United States,California,San Francisco,OFF-ST-10002370,Office Supplies,Storage,21.39
CA-2016-149734,2016-09-03,2016,3,9,September,35,Saturday,JC-16105,Corporate,United States,North Carolina,Durham,OFF-EN-10000927,Office Supplies,Envelopes,200.984
US-2018-119662,2018-11-13,2018,4,11,November,46,Tuesday,CS-12400,Home Office,United States,Illinois,Chicago,OFF-ST-10003656,Office Supplies,Storage,230.376
CA-2018-140088,2018-05-28,2018,2,5,May,22,Monday,PO-18865,Consumer,United States,South Carolina,Columbia,FUR-CH-10000863,Furniture,Chairs,301.96
CA-2018-155558,2018-10-26,2018,4,10,October,43,Friday,PG-18895,Consumer,United States,Minnesota,Rochester,TEC-AC-10001998,Technology,Accessories,19.99
CA-2018-155558,2018-10-26,2018,4,10,October,43,Friday,PG-18895,Consumer,United States,Minnesota,Rochester,OFF-LA-10000134,Office Supplies,Labels,6.16
CA-2017-159695,2017-04-05,2017,2,4,April,14,Wednesday,GM-14455,Home Office,United States,Texas,Houston,OFF-ST-10003442,Office Supplies,Storage,158.368
CA-2017-109806,2017-09-17,2017,3,9,September,37,Sunday,JS-15685,Corporate,United States,California,Los Angeles,OFF-AR-10004930,Office Supplies,Art,20.1
CA-2017-109806,2017-09-17,2017,3,9,September,37,Sunday,JS-15685,Corporate,United States,California,Los Angeles,TEC-PH-10004093,Technology,Phones,73.584
CA-2017-109806,2017-09-17,2017,3,9,September,37,Sunday,JS-15685,Corporate,United States,California,Los Angeles,OFF-PA-10000304,Office Supplies,Paper,6.48
CA-2016-149587,2016-01-31,2016,1,1,January,4,Sunday,KB-16315,Consumer,United States,Minnesota,Minneapolis,OFF-PA-10003177,Office Supplies,Paper,12.96
CA-2016-149587,2016-01-31,2016,1,1,January,4,Sunday,KB-16315,Consumer,United States,Minnesota,Minneapolis,FUR-FU-10003799,Furniture,Furnishings,53.34
CA-2016-149587,2016-01-31,2016,1,1,January,4,Sunday,KB-16315,Consumer,United States,Minnesota,Minneapolis,OFF-BI-10002852,Office Supplies,Binders,32.96
US-2018-109484,2018-11-06,2018,4,11,November,45,Tuesday,RB-19705,Home Office,United States,Oregon,Portland,OFF-BI-10004738,Office Supplies,Binders,5.682
CA-2018-161018,2018-11-09,2018,4,11,November,45,Friday,PN-18775,Home Office,United States,New York,New York City,FUR-FU-10000629,Furniture,Furnishings,96.53
CA-2018-157833,2018-06-17,2018,2,6,June,24,Sunday,KD-16345,Consumer,United States,California,San Francisco,OFF-BI-10001721,Office Supplies,Binders,51.312
CA-2017-149223,2017-09-06,2017,3,9,September,36,Wednesday,ER-13855,Corporate,United States,Minnesota,Saint Paul,OFF-AP-10000358,Office Supplies,Appliances,77.88
CA-2017-158568,2017-08-29,2017,3,8,August,35,Tuesday,RB-19465,Home Office,United States,Illinois,Chicago,OFF-PA-10003256,Office Supplies,Paper,64.624
CA-2017-158568,2017-08-29,2017,3,8,August,35,Tuesday,RB-19465,Home Office,United States,Illinois,Chicago,TEC-AC-10001767,Technology,Accessories,95.976
CA-2017-158568,2017-08-29,2017,3,8,August,35,Tuesday,RB-19465,Home Office,United States,Illinois,Chicago,OFF-BI-10002609,Office Supplies,Binders,1.788
CA-2017-129903,2017-12-01,2017,4,12,December,48,Friday,GZ-14470,Consumer,United States,Minnesota,Rochester,OFF-PA-10004040,Office Supplies,Paper,23.92
US-2016-156867,2016-11-13,2016,4,11,November,45,Sunday,LC-16870,Consumer,United States,Colorado,Aurora,TEC-AC-10001552,Technology,Accessories,238.896
US-2016-156867,2016-11-13,2016,4,11,November,45,Sunday,LC-16870,Consumer,United States,Colorado,Aurora,FUR-FU-10004006,Furniture,Furnishings,102.36
US-2016-156867,2016-11-13,2016,4,11,November,45,Sunday,LC-16870,Consumer,United States,Colorado,Aurora,OFF-BI-10002794,Office Supplies,Binders,36.882
CA-2018-119004,2018-11-23,2018,4,11,November,47,Friday,JM-15250,Consumer,United States,North Carolina,Charlotte,TEC-AC-10003499,Technology,Accessories,74.112
CA-2018-119004,2018-11-23,2018,4,11,November,47,Friday,JM-15250,Consumer,United States,North Carolina,Charlotte,TEC-PH-10002844,Technology,Phones,27.992
CA-2018-119004,2018-11-23,2018,4,11,November,47,Friday,JM-15250,Consumer,United States,North Carolina,Charlotte,OFF-AR-10000390,Office Supplies,Art,3.304
CA-2016-129476,2016-10-15,2016,4,10,October,41,Saturday,PA-19060,Home Office,United States,Illinois,Orland Park,TEC-AC-10000844,Technology,Accessories,339.96
CA-2018-146780,2018-12-25,2018,4,12,December,52,Tuesday,CV-12805,Corporate,United States,New York,New York City,FUR-FU-10001934,Furniture,Furnishings,41.96
CA-2017-128867,2017-11-03,2017,4,11,November,44,Friday,CL-12565,Consumer,United States,Iowa,Urbandale,OFF-AR-10000380,Office Supplies,Art,75.96
CA-2017-128867,2017-11-03,2017,4,11,November,44,Friday,CL-12565,Consumer,United States,Iowa,Urbandale,OFF-BI-10003981,Office Supplies,Binders,27.24
CA-2015-115259,2015-08-25,2015,3,8,August,35,Tuesday,RC-19960,Consumer,United States,Ohio,Columbus,OFF-FA-10000621,Office Supplies,Fasteners,40.096
CA-2015-115259,2015-08-25,2015,3,8,August,35,Tuesday,RC-19960,Consumer,United States,Ohio,Columbus,OFF-EN-10002600,Office Supplies,Envelopes,4.72
CA-2015-115259,2015-08-25,2015,3,8,August,35,Tuesday,RC-19960,Consumer,United States,Ohio,Columbus,OFF-PA-10004965,Office Supplies,Paper,23.976
CA-2015-115259,2015-08-25,2015,3,8,August,35,Tuesday,RC-19960,Consumer,United States,Ohio,Columbus,OFF-EN-10002504,Office Supplies,Envelopes,130.464
CA-2016-110457,2016-03-02,2016,1,3,March,9,Wednesday,DK-13090,Consumer,United States,Washington,Seattle,FUR-TA-10001768,Furniture,Tables,787.53
US-2016-136476,2016-04-05,2016,2,4,April,14,Tuesday,GG-14650,Corporate,United States,Tennessee,Bristol,OFF-BI-10003650,Office Supplies,Binders,157.794
CA-2017-103730,2017-06-12,2017,2,6,June,24,Monday,SC-20725,Consumer,United States,Delaware,Wilmington,FUR-FU-10002157,Furniture,Furnishings,47.04
CA-2017-103730,2017-06-12,2017,2,6,June,24,Monday,SC-20725,Consumer,United States,Delaware,Wilmington,OFF-BI-10003910,Office Supplies,Binders,30.84
CA-2017-103730,2017-06-12,2017,2,6,June,24,Monday,SC-20725,Consumer,United States,Delaware,Wilmington,OFF-ST-10000777,Office Supplies,Storage,226.56
CA-2017-103730,2017-06-12,2017,2,6,June,24,Monday,SC-20725,Consumer,United States,Delaware,Wilmington,OFF-EN-10002500,Office Supplies,Envelopes,115.02
CA-2017-103730,2017-06-12,2017,2,6,June,24,Monday,SC-20725,Consumer,United States,Delaware,Wilmington,TEC-PH-10003875,Technology,Phones,68.04
US-2015-152030,2015-12-26,2015,4,12,December,52,Saturday,AD-10180,Home Office,United States,Texas,Houston,FUR-CH-10004063,Furniture,Chairs,600.558
US-2015-134614,2015-09-20,2015,3,9,September,38,Sunday,PF-19165,Consumer,United States,Illinois,Bloomington,FUR-TA-10004534,Furniture,Tables,617.7
US-2018-107272,2018-11-05,2018,4,11,November,45,Monday,TS-21610,Consumer,United States,Arizona,Phoenix,OFF-BI-10003274,Office Supplies,Binders,2.388
US-2018-107272,2018-11-05,2018,4,11,November,45,Monday,TS-21610,Consumer,United States,Arizona,Phoenix,OFF-ST-10002974,Office Supplies,Storage,243.992
US-2017-125969,2017-11-06,2017,4,11,November,45,Monday,LS-16975,Home Office,United States,California,Los Angeles,FUR-CH-10001146,Furniture,Chairs,81.424
US-2017-125969,2017-11-06,2017,4,11,November,45,Monday,LS-16975,Home Office,United States,California,Los Angeles,FUR-FU-10003773,Furniture,Furnishings,238.56
US-2018-164147,2018-02-02,2018,1,2,February,5,Friday,DW-13585,Corporate,United States,Ohio,Columbus,TEC-PH-10002293,Technology,Phones,59.97
US-2018-164147,2018-02-02,2018,1,2,February,5,Friday,DW-13585,Corporate,United States,Ohio,Columbus,OFF-PA-10002377,Office Supplies,Paper,78.304
US-2018-164147,2018-02-02,2018,1,2,February,5,Friday,DW-13585,Corporate,United States,Ohio,Columbus,OFF-FA-10002780,Office Supplies,Fasteners,21.456
CA-2017-145583,2017-10-13,2017,4,10,October,41,Friday,LC-16885,Consumer,United States,California,Roseville,OFF-PA-10001804,Office Supplies,Paper,20.04
CA-2017-145583,2017-10-13,2017,4,10,October,41,Friday,LC-16885,Consumer,United States,California,Roseville,OFF-PA-10001736,Office Supplies,Paper,35.44
CA-2017-145583,2017-10-13,2017,4,10,October,41,Friday,LC-16885,Consumer,United States,California,Roseville,OFF-AR-10001149,Office Supplies,Art,11.52
CA-2017-145583,2017-10-13,2017,4,10,October,41,Friday,LC-16885,Consumer,United States,California,Roseville,OFF-FA-10002988,Office Supplies,Fasteners,4.02
CA-2017-145583,2017-10-13,2017,4,10,October,41,Friday,LC-16885,Consumer,United States,California,Roseville,OFF-BI-10004781,Office Supplies,Binders,76.176
CA-2017-145583,2017-10-13,2017,4,10,October,41,Friday,LC-16885,Consumer,United States,California,Roseville,OFF-SU-10001218,Office Supplies,Supplies,65.88
CA-2017-145583,2017-10-13,2017,4,10,October,41,Friday,LC-16885,Consumer,United States,California,Roseville,FUR-FU-10001706,Furniture,Furnishings,43.12
CA-2017-110366,2017-09-05,2017,3,9,September,36,Tuesday,JD-15895,Corporate,United States,Pennsylvania,Philadelphia,FUR-FU-10004848,Furniture,Furnishings,82.8
CA-2018-106180,2018-09-18,2018,3,9,September,38,Tuesday,SH-19975,Corporate,United States,California,San Francisco,OFF-AR-10000940,Office Supplies,Art,8.82
CA-2018-106180,2018-09-18,2018,3,9,September,38,Tuesday,SH-19975,Corporate,United States,California,San Francisco,OFF-EN-10004030,Office Supplies,Envelopes,10.86
CA-2018-106180,2018-09-18,2018,3,9,September,38,Tuesday,SH-19975,Corporate,United States,California,San Francisco,OFF-PA-10004327,Office Supplies,Paper,143.7
CA-2018-155376,2018-12-22,2018,4,12,December,51,Saturday,SG-20080,Consumer,United States,Missouri,Independence,OFF-AP-10001058,Office Supplies,Appliances,839.43
CA-2016-110744,2016-09-07,2016,3,9,September,36,Wednesday,HA-14920,Consumer,United States,California,Pasadena,OFF-ST-10003656,Office Supplies,Storage,671.93
CA-2015-110072,2015-10-22,2015,4,10,October,43,Thursday,MG-17680,Home Office,United States,Ohio,Newark,FUR-FU-10000521,Furniture,Furnishings,93.888
CA-2017-114489,2017-12-05,2017,4,12,December,49,Tuesday,JE-16165,Corporate,United States,Wisconsin,Franklin,TEC-PH-10000215,Technology,Phones,384.45
CA-2017-114489,2017-12-05,2017,4,12,December,49,Tuesday,JE-16165,Corporate,United States,Wisconsin,Franklin,TEC-PH-10001448,Technology,Phones,149.97
CA-2017-114489,2017-12-05,2017,4,12,December,49,Tuesday,JE-16165,Corporate,United States,Wisconsin,Franklin,FUR-CH-10000454,Furniture,Chairs,1951.84
CA-2017-114489,2017-12-05,2017,4,12,December,49,Tuesday,JE-16165,Corporate,United States,Wisconsin,Franklin,OFF-BI-10002735,Office Supplies,Binders,171.55
CA-2017-158834,2017-03-13,2017,1,3,March,11,Monday,TW-21025,Home Office,United States,Arizona,Scottsdale,OFF-AP-10000326,Office Supplies,Appliances,157.92
CA-2017-158834,2017-03-13,2017,1,3,March,11,Monday,TW-21025,Home Office,United States,Arizona,Scottsdale,TEC-PH-10001254,Technology,Phones,203.184
CA-2016-124919,2016-05-31,2016,2,5,May,22,Tuesday,SP-20650,Corporate,United States,California,San Jose,OFF-PA-10001950,Office Supplies,Paper,58.38
CA-2016-124919,2016-05-31,2016,2,5,May,22,Tuesday,SP-20650,Corporate,United States,California,San Jose,OFF-PA-10002254,Office Supplies,Paper,105.52
CA-2016-124919,2016-05-31,2016,2,5,May,22,Tuesday,SP-20650,Corporate,United States,California,San Jose,OFF-ST-10001590,Office Supplies,Storage,80.88
CA-2016-118948,2016-05-28,2016,2,5,May,21,Saturday,NK-18490,Home Office,United States,Washington,Seattle,OFF-AR-10001547,Office Supplies,Art,6.63
CA-2015-104269,2015-03-01,2015,1,3,March,9,Sunday,DB-13060,Consumer,United States,Washington,Seattle,FUR-CH-10004063,Furniture,Chairs,457.568
CA-2017-114104,2017-11-20,2017,4,11,November,47,Monday,NP-18670,Consumer,United States,Oklahoma,Edmond,OFF-LA-10002475,Office Supplies,Labels,14.62
CA-2017-114104,2017-11-20,2017,4,11,November,47,Monday,NP-18670,Consumer,United States,Oklahoma,Edmond,TEC-PH-10004536,Technology,Phones,944.93
CA-2017-162733,2017-05-11,2017,2,5,May,19,Thursday,TT-21070,Consumer,United States,California,Los Angeles,OFF-PA-10002751,Office Supplies,Paper,5.98
CA-2016-119697,2016-12-28,2016,4,12,December,52,Wednesday,EM-13960,Consumer,United States,Pennsylvania,Philadelphia,TEC-AC-10003657,Technology,Accessories,54.384
CA-2017-154508,2017-11-16,2017,4,11,November,46,Thursday,RD-19900,Consumer,United States,New Mexico,Carlsbad,OFF-EN-10001990,Office Supplies,Envelopes,28.4
CA-2017-113817,2017-11-07,2017,4,11,November,45,Tuesday,MJ-17740,Consumer,United States,Washington,Seattle,OFF-BI-10004002,Office Supplies,Binders,27.68
CA-2015-139892,2015-09-08,2015,3,9,September,37,Tuesday,BM-11140,Consumer,United States,Texas,San Antonio,OFF-AR-10004441,Office Supplies,Art,9.936
CA-2015-139892,2015-09-08,2015,3,9,September,37,Tuesday,BM-11140,Consumer,United States,Texas,San Antonio,TEC-MA-10000822,Technology,Machines,8159.952
CA-2015-139892,2015-09-08,2015,3,9,September,37,Tuesday,BM-11140,Consumer,United States,Texas,San Antonio,OFF-ST-10000991,Office Supplies,Storage,275.928
CA-2015-139892,2015-09-08,2015,3,9,September,37,Tuesday,BM-11140,Consumer,United States,Texas,San Antonio,FUR-CH-10004287,Furniture,Chairs,1740.06
CA-2015-139892,2015-09-08,2015,3,9,September,37,Tuesday,BM-11140,Consumer,United States,Texas,San Antonio,OFF-AR-10002656,Office Supplies,Art,32.064
